Shape_Length,Shape_Area,Point_Count
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,81
2000.000000000000000,250000.000000000000000,42
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,137
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,67
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,43
2000.000000000000000,250000.000000000000000,39
2000.000000000000000,250000.000000000000000,94
2000.000000000000000,250000.000000000000000,700
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,41
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,34
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,63
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,38
2000.000000000000000,250000.000000000000000,56
2000.000000000000000,250000.000000000000000,49
2000.000000000000000,250000.000000000000000,38
2000.000000000000000,250000.000000000000000,58
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,66
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,43
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,38
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,36
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,77
2000.000000000000000,250000.000000000000000,49
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,34
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,71
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,55
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,76
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,131
2000.000000000000000,250000.000000000000000,62
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,46
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,49
2000.000000000000000,250000.000000000000000,56
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,45
2000.000000000000000,250000.000000000000000,72
2000.000000000000000,250000.000000000000000,61
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,88
2000.000000000000000,250000.000000000000000,71
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,53
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,41
2000.000000000000000,250000.000000000000000,61
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,51
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,66
2000.000000000000000,250000.000000000000000,60
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,28
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,38
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,46
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,61
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,52
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,77
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,44
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,10
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,15
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,23
2000.000000000000000,250000.000000000000000,25
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,41
2000.000000000000000,250000.000000000000000,80
2000.000000000000000,250000.000000000000000,58
2000.000000000000000,250000.000000000000000,98
2000.000000000000000,250000.000000000000000,127
2000.000000000000000,250000.000000000000000,38
2000.000000000000000,250000.000000000000000,91
2000.000000000000000,250000.000000000000000,73
2000.000000000000000,250000.000000000000000,80
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,51
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,973
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,14
2000.000000000000000,250000.000000000000000,42
2000.000000000000000,250000.000000000000000,63
2000.000000000000000,250000.000000000000000,67
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,75
2000.000000000000000,250000.000000000000000,60
2000.000000000000000,250000.000000000000000,103
2000.000000000000000,250000.000000000000000,161
2000.000000000000000,250000.000000000000000,109
2000.000000000000000,250000.000000000000000,149
2000.000000000000000,250000.000000000000000,555
2000.000000000000000,250000.000000000000000,114
2000.000000000000000,250000.000000000000000,208
2000.000000000000000,250000.000000000000000,150
2000.000000000000000,250000.000000000000000,84
2000.000000000000000,250000.000000000000000,52
2000.000000000000000,250000.000000000000000,97
2000.000000000000000,250000.000000000000000,261
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,51
2000.000000000000000,250000.000000000000000,59
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,71
2000.000000000000000,250000.000000000000000,55
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,34
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,37
2000.000000000000000,250000.000000000000000,37
2000.000000000000000,250000.000000000000000,38
2000.000000000000000,250000.000000000000000,80
2000.000000000000000,250000.000000000000000,170
2000.000000000000000,250000.000000000000000,95
2000.000000000000000,250000.000000000000000,60
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,160
2000.000000000000000,250000.000000000000000,111
2000.000000000000000,250000.000000000000000,168
2000.000000000000000,250000.000000000000000,86
2000.000000000000000,250000.000000000000000,61
2000.000000000000000,250000.000000000000000,17
2000.000000000000000,250000.000000000000000,89
2000.000000000000000,250000.000000000000000,100
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,32
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,35
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,5
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,30
2000.000000000000000,250000.000000000000000,114
2000.000000000000000,250000.000000000000000,31
2000.000000000000000,250000.000000000000000,116
2000.000000000000000,250000.000000000000000,60
2000.000000000000000,250000.000000000000000,102
2000.000000000000000,250000.000000000000000,42
2000.000000000000000,250000.000000000000000,193
2000.000000000000000,250000.000000000000000,302
2000.000000000000000,250000.000000000000000,52
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,149
2000.000000000000000,250000.000000000000000,86
2000.000000000000000,250000.000000000000000,153
2000.000000000000000,250000.000000000000000,26
2000.000000000000000,250000.000000000000000,43
2000.000000000000000,250000.000000000000000,49
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,11
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,80
2000.000000000000000,250000.000000000000000,571
2000.000000000000000,250000.000000000000000,532
2000.000000000000000,250000.000000000000000,291
2000.000000000000000,250000.000000000000000,108
2000.000000000000000,250000.000000000000000,272
2000.000000000000000,250000.000000000000000,49
2000.000000000000000,250000.000000000000000,36
2000.000000000000000,250000.000000000000000,50
2000.000000000000000,250000.000000000000000,55
2000.000000000000000,250000.000000000000000,82
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,24
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,19
2000.000000000000000,250000.000000000000000,12
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,59
2000.000000000000000,250000.000000000000000,301
2000.000000000000000,250000.000000000000000,396
2000.000000000000000,250000.000000000000000,1852
2000.000000000000000,250000.000000000000000,849
2000.000000000000000,250000.000000000000000,1076
2000.000000000000000,250000.000000000000000,1188
2000.000000000000000,250000.000000000000000,324
2000.000000000000000,250000.000000000000000,184
2000.000000000000000,250000.000000000000000,109
2000.000000000000000,250000.000000000000000,153
2000.000000000000000,250000.000000000000000,80
2000.000000000000000,250000.000000000000000,109
2000.000000000000000,250000.000000000000000,74
2000.000000000000000,250000.000000000000000,47
2000.000000000000000,250000.000000000000000,18
2000.000000000000000,250000.000000000000000,29
2000.000000000000000,250000.000000000000000,27
2000.000000000000000,250000.000000000000000,222
2000.000000000000000,250000.000000000000000,150
2000.000000000000000,250000.000000000000000,552
2000.000000000000000,250000.000000000000000,709
2000.000000000000000,250000.000000000000000,1224
2000.000000000000000,250000.000000000000000,532
2000.000000000000000,250000.000000000000000,242
2000.000000000000000,250000.000000000000000,213
2000.000000000000000,250000.000000000000000,43
2000.000000000000000,250000.000000000000000,16
2000.000000000000000,250000.000000000000000,33
2000.000000000000000,250000.000000000000000,44
2000.000000000000000,250000.000000000000000,73
2000.000000000000000,250000.000000000000000,40
2000.000000000000000,250000.000000000000000,66
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,22
2000.000000000000000,250000.000000000000000,64
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,141
2000.000000000000000,250000.000000000000000,246
2000.000000000000000,250000.000000000000000,147
2000.000000000000000,250000.000000000000000,156
2000.000000000000000,250000.000000000000000,169
2000.000000000000000,250000.000000000000000,46
2000.000000000000000,250000.000000000000000,20
2000.000000000000000,250000.000000000000000,21
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,9
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,73
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,4
2000.000000000000000,250000.000000000000000,7
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,13
2000.000000000000000,250000.000000000000000,8
2000.000000000000000,250000.000000000000000,6
2000.000000000000000,250000.000000000000000,2
2000.000000000000000,250000.000000000000000,3
2000.000000000000000,250000.000000000000000,1
2000.000000000000000,250000.000000000000000,9
